actor,movie
Lars Eidinger,25 km/h (2018)
Sandra Hüller,25 km/h (2018)
Hideaki Itô,252: Signal of Life (2008)
Seiyô Uchino,252: Signal of Life (2008)
Takayuki Yamada,252: Signal of Life (2008)
Barry Pepper,25th Hour (2002)
Edward Norton,25th Hour (2002)
Philip Seymour Hoffman,25th Hour (2002)
James Marsden,27 Dresses (2008)
Katherine Heigl,27 Dresses (2008)
Malin Akerman,27 Dresses (2008)
Ario Bayu,27 Steps of May (2018)
Lukman Sardi,27 Steps of May (2018)
Raihaanun,27 Steps of May (2018)
Dominic West,28 Days (2000)
Sandra Bullock,28 Days (2000)
Viggo Mortensen,28 Days (2000)
Christopher Eccleston,28 Days Later (2002)
Cillian Murphy,28 Days Later (2002)
Naomie Harris,28 Days Later (2002)
Jeremy Renner,28 Weeks Later (2007)
Robert Carlyle,28 Weeks Later (2007)
Rose Byrne,28 Weeks Later (2007)
Babyjohn Choi,29 + 1 (2017)
Chrissie Chau,29 + 1 (2017)
Joyce Cheng,29 + 1 (2017)
Chris O'Donnell,29 Palms (2002)
Jeremy Davies,29 Palms (2002)
Rachael Leigh Cook,29 Palms (2002)
Anthony LaPaglia,29th Street (1991)
Danny Aiello,29th Street (1991)
Lainie Kazan,29th Street (1991)
Michiel Huisman,2:22 (2017)
Sam Reid,2:22 (2017)
Teresa Palmer,2:22 (2017)
Adam Trese,2BPerfectlyHonest (2004)
Andrew McCarthy,2BPerfectlyHonest (2004)
John Turturro,2BPerfectlyHonest (2004)
Josh Zuckerman,2ND Take (2011)
Sarah Jones,2ND Take (2011)
Tom Everett Scott,2ND Take (2011)
Dhanush,3 (2012)
Prabhu,3 (2012)
Shruti Haasan,3 (2012)
Danny Glover,3 A.M. (2001)
Michelle Rodriguez,3 A.M. (2001)
Sergej Trifunovic,3 A.M. (2001)
Ray MacDonald,3 A.M. 3D: Part 2 (2014)
Sinjai Plengpanich,3 A.M. 3D: Part 2 (2014)
Supanart Jittaleela,3 A.M. 3D: Part 2 (2014)
Edie Falco,3 Backyards (2010)
Elias Koteas,3 Backyards (2010)
Kathryn Erbe,3 Backyards (2010)
Chiwetel Ejiofor,3 Blind Mice (2003)
Edward Furlong,3 Blind Mice (2003)
Emilia Fox,3 Blind Mice (2003)
Christopher Heyerdahl,3 Days in Havana (2013)
Gil Bellows,3 Days in Havana (2013)
Greg Wise,3 Days in Havana (2013)
Donald Cerrone,3 Days in Malay (2023)
Louis Mandylor,3 Days in Malay (2023)
Quinton 'Rampage' Jackson,3 Days in Malay (2023)
Birgit Minichmayr,3 Days in Quiberon (2018)
Charly Hübner,3 Days in Quiberon (2018)
Marie Bäumer,3 Days in Quiberon (2018)
Connie Nielsen,3 Days to Kill (2014)
Hailee Steinfeld,3 Days to Kill (2014)
Kevin Costner,3 Days to Kill (2014)
Jackie Shroff,3 Deewarein (2003)
Juhi Chawla,3 Deewarein (2003)
Naseeruddin Shah,3 Deewarein (2003)
Malhar Thakar,3 Ekka (2023)
Mitra Gadhvi,3 Ekka (2023)
Yash Soni,3 Ekka (2023)
Kad Merad,3 Friends (2007)
Mathilde Seigner,3 Friends (2007)
Pascal Elbé,3 Friends (2007)
J.K. Simmons,3 Geezers! (2013)
Scott Caan,3 Geezers! (2013)
Tim Allen,3 Geezers! (2013)
Elle Fanning,3 Generations (2015)
Naomi Watts,3 Generations (2015)
Susan Sarandon,3 Generations (2015)
Benoît Poelvoorde,3 Hearts (2014)
Charlotte Gainsbourg,3 Hearts (2014)
Chiara Mastroianni,3 Hearts (2014)
Aamir Khan,3 Idiots (2009)
Madhavan,3 Idiots (2009)
Alfonso Dosal,3 Idiots (2017)
Christian Vazquez,3 Idiots (2017)
Martha Higareda,3 Idiots (2017)
Chloë Sevigny,3 Needles (2005)
Lucy Liu,3 Needles (2005)
Shawn Ashmore,3 Needles (2005)
Brinke Stevens,3 Scream Queens (2014)
Linnea Quigley,3 Scream Queens (2014)
Michelle Bauer,3 Scream Queens (2014)
Bunga Citra Lestari,3 Srikandi (2016)
Chelsea Islan,3 Srikandi (2016)
Tara Basro,3 Srikandi (2016)
Brian Hooks,3 Strikes (2000)
Faizon Love,3 Strikes (2000)
N'Bushe Wright,3 Strikes (2000)
Birgitte Hjort Sørensen,3 Things (2017)
Lærke Winther,3 Things (2017)
Nikolaj Coster-Waldau,3 Things (2017)
Stacy Martin,3 Way Junction (2018)
Tom Sturridge,3 Way Junction (2018)
Tommy Flanagan,3 Way Junction (2018)
Helene Udy,3 Wicked Witches (2014)
Kristine DeBell,3 Wicked Witches (2014)
Lisa London,3 Wicked Witches (2014)
Bill Moseley,3 from Hell (2019)
Sheri Moon Zombie,3 from Hell (2019)
Sid Haig,3 from Hell (2019)
Charlie Hunnam,"3, 2, 1... Frankie Go Boom (2012)"
Chris O'Dowd,"3, 2, 1... Frankie Go Boom (2012)"
Lizzy Caplan,"3, 2, 1... Frankie Go Boom (2012)"
Abhay Bhargava,30 Days (2004)
Milind Gunaji,30 Days (2004)
Danny Huston,30 Days of Night (2007)
Josh Hartnett,30 Days of Night (2007)
Melissa George,30 Days of Night (2007)
Ahmad El-Fishawi,30 March (2021)
Dina El Sherbiny,30 March (2021)
Danny McBride,30 Minutes or Less (2011)
Jesse Eisenberg,30 Minutes or Less (2011)
Nick Swardson,30 Minutes or Less (2011)
Anne Brochet,30 Years (2000)
Arielle Dombasle,30 Years (2000)
Laurent Lucas,30 Years (2000)
Julien Arruti,30 jours max (2020)
Philippe Lacheau,30 jours max (2020)
Tarek Boudali,30 jours max (2020)
David Wenham,300 (2006)
Gerard Butler,300 (2006)
Lena Headey,300 (2006)
Courteney Cox,3000 Miles to Graceland (2001)
Kevin Costner,3000 Miles to Graceland (2001)
Kurt Russell,3000 Miles to Graceland (2001)
Eva Green,300: Rise of an Empire (2014)
Lena Headey,300: Rise of an Empire (2014)
Sullivan Stapleton,300: Rise of an Empire (2014)
Angus Macfadyen,3022 (2019)
Kate Walsh,3022 (2019)
Omar Epps,3022 (2019)
Julia Jentsch,33 Scenes from Life (2008)
Maciej Stuhr,33 Scenes from Life (2008)
Peter Gantzler,33 Scenes from Life (2008)
Kevin Hart,35 and Ticking (2011)
Nicole Ari Parker,35 and Ticking (2011)
Tamala Jones,35 and Ticking (2011)
Akshaye Khanna,36 China Town (2006)
Kareena Kapoor,36 China Town (2006)
Shahid Kapoor,36 China Town (2006)
Abhirami,36 Vayadhinile (2015)
Jyotika,36 Vayadhinile (2015)
Rahman,36 Vayadhinile (2015)
Anthony Hopkins,360 (2011)
Jude Law,360 (2011)
Rachel Weisz,360 (2011)
Amir Aghaee,360 Degree (2015)
Nasser Aghayi,360 Degree (2015)
Touraj Alvand,360 Degree (2015)
Ahmed Ezz,365 Days of Happiness (2011)
Donia Samir Ghanem,365 Days of Happiness (2011)
Salah Abdalla,365 Days of Happiness (2011)
Bela Padilla,366 (2022)
JC Santos,366 (2022)
Zanjoe Marudo,366 (2022)
André Dussollier,36th Precinct (2004)
Daniel Auteuil,36th Precinct (2004)
Gérard Depardieu,36th Precinct (2004)
Mohd. Zeeshan Ayyub,377 AbNormal (2019)
Muntazir Ahmad,377 AbNormal (2019)
Shashank Arora,377 AbNormal (2019)
Scott Wolf,37: A Final Promise (2014)
Scottie Thompson,37: A Final Promise (2014)
Tricia Helfer,37: A Final Promise (2014)
Devon Sawa,388 Arletta Avenue (2011)
Mia Kirshner,388 Arletta Avenue (2011)
Nick Stahl,388 Arletta Avenue (2011)
Abimana Aryasatya,"3: Alif, Lam, Mim (2015)"
Agus Kuncoro,"3: Alif, Lam, Mim (2015)"
Cornelio Sunny,"3: Alif, Lam, Mim (2015)"
Ben Foster,3:10 to Yuma (2007)
Christian Bale,3:10 to Yuma (2007)
Russell Crowe,3:10 to Yuma (2007)
Adam Baldwin,3:15 the Moment of Truth (1986)
Deborah Foreman,3:15 the Moment of Truth (1986)
Rene Auberjonois,3:15 the Moment of Truth (1986)
Bárbara Goenaga,3:19 (2008)
Félix Gómez,3:19 (2008)
Miguel Ángel Silvestre,3:19 (2008)
Mrinalini Sharma,3G: A Killer Connection (2013)
Neil Nitin Mukesh,3G: A Killer Connection (2013)
Sonal Chauhan,3G: A Killer Connection (2013)
AiAi Delas Alas,3pol Trobol Huli Ka Balbon (2019)
Coco Martin,3pol Trobol Huli Ka Balbon (2019)
Cris Villanueva,3rd World Hero (2000)
Joel Torre,3rd World Hero (2000)
Ricky Davao,3rd World Hero (2000)
Nikki Randall,4 Adults Only (1986)
Nina Hartley,4 Adults Only (1986)
Tracey Adams,4 Adults Only (1986)
Giannis Zouganelis,4 Black Suits (2010)
Renos Haralambidis,4 Black Suits (2010)
Takis Spyridakis,4 Black Suits (2010)
Shahkrit Yamnarm,4 Kings (2014)
Suthep Po-ngam,4 Kings (2014)
Theeradanai Suwannahom,4 Kings (2014)
Jannis Niewöhner,4 Kings (2015)
Jella Haase,4 Kings (2015)
Paula Beer,4 Kings (2015)
Kelly Blatz,4 Minute Mile (2014)
Kim Basinger,4 Minute Mile (2014)
Richard Jenkins,4 Minute Mile (2014)
Henry Dittman,4 Wedding Planners (2011)
Illeana Douglas,4 Wedding Planners (2011)
Sung Kang,4 Wedding Planners (2011)
Didier Bourdon,4 Zéros (2024)
Gérard Lanvin,4 Zéros (2024)
Isabelle Nanty,4 Zéros (2024)
Josh Hartnett,40 Days and 40 Nights (2002)
Paulo Costanzo,40 Days and 40 Nights (2002)
Shannyn Sossamon,40 Days and 40 Nights (2002)
Brandon Routh,400 Days (2015)
Caity Lotz,400 Days (2015)
Dane Cook,400 Days (2015)
Claudia Michelsen,42plus (2007)
Tobias Moretti,42plus (2007)
Ulrich Tukur,42plus (2007)
Ian McShane,44 Inch Chest (2009)
John Hurt,44 Inch Chest (2009)
Ray Winstone,44 Inch Chest (2009)
Charlotte Rampling,45 Years (2015)
Geraldine James,45 Years (2015)
Tom Courtenay,45 Years (2015)
Pooja Jhaveri,47 Days: The Mystery Unfolds (2020)
Roshini Prakash,47 Days: The Mystery Unfolds (2020)
Satyadev Kancharana,47 Days: The Mystery Unfolds (2020)
Ken Takakura,47 Ronin (1994)
Kiichi Nakai,47 Ronin (1994)
Rie Miyazawa,47 Ronin (1994)
Hiroyuki Sanada,47 Ronin (2013)
Keanu Reeves,47 Ronin (2013)
Kô Shibasaki,47 Ronin (2013)
Antoine de Caunes,48 Hours a Day (2008)
Aure Atika,48 Hours a Day (2008)
Victoria Abril,48 Hours a Day (2008)
Annette O'Toole,48 Hrs. (1982)
Eddie Murphy,48 Hrs. (1982)
Nick Nolte,48 Hrs. (1982)
Anil Dhawan,48 Kos (2022)
Arun Bakshi,48 Kos (2022)
Pankaj Berry,48 Kos (2022)
Gillian Chung,49 Days (2006)
Stephen Fung,49 Days (2006)
Steven Cheung,49 Days (2006)
Danny Trejo,4Got10 (2015)
Dolph Lundgren,4Got10 (2015)
Johnny Messner,4Got10 (2015)
Ario Bayu,5 Cowok Jagoan: Rise of the Zombies (2017)
Cornelio Sunny,5 Cowok Jagoan: Rise of the Zombies (2017)
Dwi Sasono,5 Cowok Jagoan: Rise of the Zombies (2017)
Emmanuelle Chriqui,5 Days of War (2011)
Richard Coyle,5 Days of War (2011)
Rupert Friend,5 Days of War (2011)
Cynthia Nixon,5 Flights Up (2014)
Diane Keaton,5 Flights Up (2014)
Morgan Freeman,5 Flights Up (2014)
Nassar Abdulla,5 Ghantey Mien 5 Crore (2012)
Ranjeet Bedi,5 Ghantey Mien 5 Crore (2012)
Shawar Ali,5 Ghantey Mien 5 Crore (2012)
Carlo Buccirosso,5 Is the Perfect Number (2019)
Toni Servillo,5 Is the Perfect Number (2019)
Valeria Golino,5 Is the Perfect Number (2019)
Dulquer Salmaan,5 Sundarikal (2013)
Fahadh Faasil,5 Sundarikal (2013)
Nivin Pauly,5 Sundarikal (2013)
Bo Derek,5 Weddings (2018)
Nargis Fakhri,5 Weddings (2018)
Rajkummar Rao,5 Weddings (2018)
Fedi Nuril,5 cm (2012)
Herjunot Ali,5 cm (2012)
Raline Shah,5 cm (2012)
Adam Sandler,50 First Dates (2004)
Drew Barrymore,50 First Dates (2004)
Rob Schneider,50 First Dates (2004)
Christian Kane,50 to 1 (2014)
Skeet Ulrich,50 to 1 (2014)
William Devane,50 to 1 (2014)
Anna Kendrick,50/50 (2011)
Joseph Gordon-Levitt,50/50 (2011)
Seth Rogen,50/50 (2011)
Casper Van Dien,500 MPH Storm (2013)
Michael Beach,500 MPH Storm (2013)
Sarah Lieving,500 MPH Storm (2013)
Anna Camp,5000 Blankets (2022)
Kim Myers,5000 Blankets (2022)
Rob Mayes,5000 Blankets (2022)
Ann-Margret,52 Pick-Up (1986)
Roy Scheider,52 Pick-Up (1986)
Vanity,52 Pick-Up (1986)
Chetan Daiya,53 Mu Panu (2022)
Jay Bhatt,53 Mu Panu (2022)
Mehul Buch,53 Mu Panu (2022)
Kinga Preis,53 Wars (2018)
Magdalena Poplawska,53 Wars (2018)
Michal Zurawski,53 Wars (2018)
Neve Campbell,54 (1998)
Ryan Phillippe,54 (1998)
Salma Hayek,54 (1998)
Helena Bonham Carter,55 Steps (2017)
Hilary Swank,55 Steps (2017)
Johan Heldenbergh,55 Steps (2017)
Greg Germann,57 Seconds (2023)
Josh Hutcherson,57 Seconds (2023)
Morgan Freeman,57 Seconds (2023)
Nathalie Roussel,"588, rue Paradis (1992)"
Omar Sharif,"588, rue Paradis (1992)"
Richard Berry,"588, rue Paradis (1992)"
Alex Pettyfer,5lbs of Pressure (2024)
Luke Evans,5lbs of Pressure (2024)
Rory Culkin,5lbs of Pressure (2024)
Azita Hajian,5pm Ferdous Park (2006)
Hamed Behdad,5pm Ferdous Park (2006)
Reza Kianian,5pm Ferdous Park (2006)
Lillo Brancato,5th Borough (2020)
Steve Stanulis,5th Borough (2020)
Tara Reid,5th Borough (2020)
Josh Hartnett,6 Below: Miracle on the Mountain (2017)
Mira Sorvino,6 Below: Miracle on the Mountain (2017)
Sarah Dumont,6 Below: Miracle on the Mountain (2017)
Nagineedu,6 Candles (2013)
Poonam Kaur,6 Candles (2013)
Sandra Amy,6 Candles (2013)
Blanca Blanco,6 Children & 1 Grandfather (2018)
Burt Young,6 Children & 1 Grandfather (2018)
John Savage,6 Children & 1 Grandfather (2018)
Abbie Cornish,6 Days (2017)
Jamie Bell,6 Days (2017)
Mark Strong,6 Days (2017)
Brian Anthony Wilson,6 Degrees of Hell (2012)
Corey Feldman,6 Degrees of Hell (2012)
Nicole Cinaglia,6 Degrees of Hell (2012)
Blayne Weaver,6 Month Rule (2011)
Martin Starr,6 Month Rule (2011)
Natalie Morales,6 Month Rule (2011)
Jonathan Rhys Meyers,6 Souls (2010)
Julianne Moore,6 Souls (2010)
Manuel Garcia-Rulfo,6 Underground (2019)
Mélanie Laurent,6 Underground (2019)
Ryan Reynolds,6 Underground (2019)
Dominique Swain,6 Ways to Die (2015)
Vinnie Jones,6 Ways to Die (2015)
Vivica A. Fox,6 Ways to Die (2015)
Ben Rosenfield,6 Years (2015)
Lindsay Burdge,6 Years (2015)
Taissa Farmiga,6 Years (2015)
Anne Consigny,60 Going on 12 (2013)
François Berléand,60 Going on 12 (2013)
Patrick Chesnais,60 Going on 12 (2013)
Prakash Raj,60 Vayadu Maaniram (2018)
Samuthirakani,60 Vayadu Maaniram (2018)
Vikram Prabhu,60 Vayadu Maaniram (2018)
Kristyan Ferrer,600 Miles (2015)
Mónica Del Carmen,600 Miles (2015)
Tim Roth,600 Miles (2015)
Alyson Gorske,616 Wilford Lane (2021)
Eric Roberts,616 Wilford Lane (2021)
John Littlefield,616 Wilford Lane (2021)
Dominique Reymond,63 Glances (2010)
Françoise Lebrun,63 Glances (2010)
Mireille Perrier,63 Glances (2010)
Gô Ayano,64: Part 2 (2016)
Kôichi Satô,64: Part 2 (2016)
Nana Eikura,64: Part 2 (2016)
Gô Ayano,64: Part I (2016)
Kôichi Satô,64: Part I (2016)
Nana Eikura,64: Part I (2016)
Irrfan Khan,7 1/2 Phere: More Than a Wedding (2005)
Juhi Chawla,7 1/2 Phere: More Than a Wedding (2005)
Manoj Pahwa,7 1/2 Phere: More Than a Wedding (2005)
Eric Tsang,7 Assassins (2013)
Felix Wong,7 Assassins (2013)
Gigi Leung,7 Assassins (2013)
Luke Goss,7 Below (2012)
Val Kilmer,7 Below (2012)
Ving Rhames,7 Below (2012)
Jason Schwartzman,7 Chinese Brothers (2015)
Olympia Dukakis,7 Chinese Brothers (2015)
Tunde Adebimpe,7 Chinese Brothers (2015)
Moshe Ivgy,7 Days (2008)
Ronit Elkabetz,7 Days (2008)
Yaël Abecassis,7 Days (2008)
Claude Legault,7 Days (2010)
Martin Dubreuil,7 Days (2010)
Rémy Girard,7 Days (2010)
Kyôko Yoshine,7 Days War (2019)
Rie Miyazawa,7 Days War (2019)
Takumi Kitamura,7 Days War (2019)
Paul Walter Hauser,7 Days to Vegas (2019)
Ross McCall,7 Days to Vegas (2019)
Vincent Van Patten,7 Days to Vegas (2019)
Jeremy London,7 Faces of Jack the Ripper (2014)
Jerry G. Angelo,7 Faces of Jack the Ripper (2014)
Timothy Woodward Jr.,7 Faces of Jack the Ripper (2014)
Bingbing Li,7 Guardians of the Tomb (2018)
Kellan Lutz,7 Guardians of the Tomb (2018)
Kelsey Grammer,7 Guardians of the Tomb (2018)
Jason Ritter,7 Minutes (2014)
Luke Mitchell,7 Minutes (2014)
Zane Holtz,7 Minutes (2014)
Navin Nischol,7 Saal Baad (1987)
Sharmila Tagore,7 Saal Baad (1987)
Suresh Oberoi,7 Saal Baad (1987)
Bruno Todeschini,7 Years (2006)
Valérie Donzelli,7 Years (2006)
Alex Brendemühl,7 Years (2016)
Juana Acosta,7 Years (2016)
Paco León,7 Years (2016)
Alexandra Lamy,7 jours pas plus (2017)
Benoît Poelvoorde,7 jours pas plus (2017)
Pitobash,7 jours pas plus (2017)
Clayne Crawford,7-10 Split (2007)
Ross Patterson,7-10 Split (2007)
Tara Reid,7-10 Split (2007)
Alain Hernández,7.5 Steps (2009)
Ernesto Alterio,7.5 Steps (2009)
Ingrid Rubio,7.5 Steps (2009)
Emma Suárez,70 Big Ones (2018)
Hugo Silva,70 Big Ones (2018)
Nathalie Poza,70 Big Ones (2018)
Hayato Ichihara,700 Days of Battle: Us vs. the Police (2008)
Kumiko Asô,700 Days of Battle: Us vs. the Police (2008)
Kuranosuke Sasaki,700 Days of Battle: Us vs. the Police (2008)
Atul Kulkarni,706 (2019)
Divya Dutta,706 (2019)
Mohan Agashe,706 (2019)
Cha Seung-won,71: Into the Fire (2010)
Choi Seung-hyun,71: Into the Fire (2010)
Kwon Sang-woo,71: Into the Fire (2010)
Elanne Kong,72 Heroes (2011)
Eric Tsang,72 Heroes (2011)
Kai-Chi Liu,72 Heroes (2011)
Erica Hubbard,72 Hours (2015)
Harry Lennix,72 Hours (2015)
Timon Kyle Durrett,72 Hours (2015)
Mengmeng Li,72 Hours (2023)
Shanshan Chunyu,72 Hours (2023)
Yiming Chen,72 Hours (2023)
Andrey Krasko,72 Meters (2004)
Marat Basharov,72 Meters (2004)
Sergey Makovetskiy,72 Meters (2004)
Anita Yuen,72 Tenants of Prosperity (2010)
Eric Tsang,72 Tenants of Prosperity (2010)
Jacky Cheung,72 Tenants of Prosperity (2010)
Bogdan Diklic,72 days (2010)
Kresimir Mikic,72 days (2010)
Rade Serbedzija,72 days (2010)
Karen Sillas,75 Degrees in July (2000)
Shirley Knight,75 Degrees in July (2000)
William R. Moses,75 Degrees in July (2000)
Anthony Chau-Sang Wong,77 Heartbreaks (2017)
Charlene Choi,77 Heartbreaks (2017)
Pak-Ho Chau,77 Heartbreaks (2017)
Charlene Choi,77 Heartwarmings (2021)
Mario Maurer,77 Heartwarmings (2021)
Pak-Ho Chau,77 Heartwarmings (2021)
Dustin Nguyen,798Ten (2018)
Kieu Minh Tuan,798Ten (2018)
Thu Trang,798Ten (2018)
Carmen Beato,7:19 (2016)
Demián Bichir,7:19 (2016)
Héctor Bonilla,7:19 (2016)
Shruti Haasan,7aum Arivu (2011)
Suriya,7aum Arivu (2011)
Anu Mohan,7th Day (2014)
Prithviraj Sukumaran,7th Day (2014)
Tovino Thomas,7th Day (2014)
Iina Kuustonen,8 Days to Premiere (2008)
Laura Birn,8 Days to Premiere (2008)
Mikko Leppilampi,8 Days to Premiere (2008)
Denis Nikiforov,8 First Dates (2012)
Oksana Akinshina,8 First Dates (2012)
Volodymyr Zelenskyy,8 First Dates (2012)
Andy Comeau,8 Heads in a Duffel Bag (1997)
Joe Pesci,8 Heads in a Duffel Bag (1997)
Kristy Swanson,8 Heads in a Duffel Bag (1997)
Alexandra Paul,8 Million Ways to Die (1986)
Jeff Bridges,8 Million Ways to Die (1986)
Rosanna Arquette,8 Million Ways to Die (1986)
Antonia Thomas,8 Minutes Idle (2012)
Ophelia Lovibond,8 Minutes Idle (2012)
Tom Hughes,8 Minutes Idle (2012)
James Rebhorn,8 Seconds (1994)
Luke Perry,8 Seconds (1994)
Stephen Baldwin,8 Seconds (1994)
Aparna Balamurali,8 Thottakkal (2017)
Nassar,8 Thottakkal (2017)
Vetri,8 Thottakkal (2017)
Mehdi Nebbou,8 Uhr 28 (2010)
Nadeshda Brennicke,8 Uhr 28 (2010)
Danielle Darrieux,8 Women (2002)
Emmanuelle Béart,8 Women (2002)
Fanny Ardant,8 Women (2002)
Annette Haven,8 to 4 (1981)
Lisa De Leeuw,8 to 4 (1981)
Veronica Hart,8 to 4 (1981)
Akshay Kumar,8 x 10 Tasveer (2009)
Ayesha Takia,8 x 10 Tasveer (2009)
Jane Fonda,80 for Brady (2023)
Lily Tomlin,80 for Brady (2023)
Rita Moreno,80 for Brady (2023)
Anne Bancroft,84 Charing Cross Road (1987)
Anthony Hopkins,84 Charing Cross Road (1987)
Judi Dench,84 Charing Cross Road (1987)
James Gandolfini,8MM (1999)
Joaquin Phoenix,8MM (1999)
Nicolas Cage,8MM (1999)
Ki-joo Kim,8th Leader (1978)
Min-gyu Choe,8th Leader (1978)
Yi-Min Li,8th Leader (1978)
Crispin Glover,9 (2009)
Elijah Wood,9 (2009)
Jennifer Connelly,9 (2009)
Prithviraj Sukumaran,9 (2019)
Wamiqa Gabbi,9 (2019)
Amy Seimetz,9 Full Moons (2013)
Bret Roberts,9 Full Moons (2013)
Donal Logue,9 Full Moons (2013)
Babu Antony,9 KK Road (2010)
Nishanth Sagar,9 KK Road (2010)
Vijayaraghavan,9 KK Road (2010)
Dolly Parton,9 to 5 (1980)
Jane Fonda,9 to 5 (1980)
Lily Tomlin,9 to 5 (1980)
Albert Dupontel,9-Month Stretch (2013)
Nicolas Marié,9-Month Stretch (2013)
Sandrine Kiberlain,9-Month Stretch (2013)
Charlie Sheen,9/11 (2017)
Gina Gershon,9/11 (2017)
Whoopi Goldberg,9/11 (2017)
Jisshu Sengupta,90 Ghanta (2008)
Swastika Mukherjee,90 Ghanta (2008)
Tota Roy Chowdhury,90 Ghanta (2008)
Ajay,90 ML (2019)
Kartikeya Gummakonda,90 ML (2019)
Mohammad Ali,90 ML (2019)
Maggie Siu,92 Legendary La Rose Noire (1992)
Tony Ka Fai Leung,92 Legendary La Rose Noire (1992)
Wan-Si Wong,92 Legendary La Rose Noire (1992)
Alec Baldwin,97 Minutes (2023)
Jonathan Rhys Meyers,97 Minutes (2023)
MyAnna Buring,97 Minutes (2023)
Billy Dee,976-STUD (1989)
Don Fernando,976-STUD (1989)
Elise,976-STUD (1989)
Boman Irani,99 (2009)
Kunal Kemmu,99 (2009)
Soha Ali Khan,99 (2009)
Jean Dujardin,99 Francs (2007)
Jocelyn Quivrin,99 Francs (2007)
Patrick Mille,99 Francs (2007)
Andrew Garfield,99 Homes (2014)
Laura Dern,99 Homes (2014)
Michael Shannon,99 Homes (2014)
Acha Septriasa,99 Names of Love (2019)
Deva Mahenra,99 Names of Love (2019)
Ira Wibowo,99 Names of Love (2019)
María Barranco,99.9 (1997)
Ruth Gabriel,99.9 (1997)
Terele Pávez,99.9 (1997)
Hana Sugisaki,99.9 Criminal Lawyer: The Movie (2021)
Jun Matsumoto,99.9 Criminal Lawyer: The Movie (2021)
Teruyuki Kagawa,99.9 Criminal Lawyer: The Movie (2021)
Aleksey Chadov,9th Company (2005)
Artur Smolyaninov,9th Company (2005)
Konstantin Kryukov,9th Company (2005)
Anupama Parameswaran,A Aa (2016)
Nithiin,A Aa (2016)
Samantha Ruth Prabhu,A Aa (2016)
Kathryn Hahn,A Bad Moms Christmas (2017)
Kristen Bell,A Bad Moms Christmas (2017)
Mila Kunis,A Bad Moms Christmas (2017)
Brigitte Fossey,A Bad Son (1980)
Jacques Dufilho,A Bad Son (1980)
Patrick Dewaere,A Bad Son (1980)
Ryô Ikeda,A Balance (2020)
Yumi Kawai,A Balance (2020)
Yôta Kawase,A Balance (2020)
Fandy Fan,A Balloon's Landing (2024)
Terrance Lau,A Balloon's Landing (2024)
Chris Cooper,A Beautiful Day in the Neighborhood (2019)
Matthew Rhys,A Beautiful Day in the Neighborhood (2019)
Tom Hanks,A Beautiful Day in the Neighborhood (2019)
Adrian Paul,A Beautiful Distraction (2020)
Deborah Twiss,A Beautiful Distraction (2020)
Vivica A. Fox,A Beautiful Distraction (2020)
Angela Sarafyan,A Beautiful Life (2008)
Dana Delany,A Beautiful Life (2008)
Debi Mazar,A Beautiful Life (2008)
Anthony Chau-Sang Wong,A Beautiful Life (2011)
Shu Qi,A Beautiful Life (2011)
Ye Liu,A Beautiful Life (2011)
Ed Harris,A Beautiful Mind (2001)
Jennifer Connelly,A Beautiful Mind (2001)
Russell Crowe,A Beautiful Mind (2001)
Carina Lau,A Beautiful Moment (2018)
Michelle Wai,A Beautiful Moment (2018)
Simon Yam,A Beautiful Moment (2018)
Ai Hashimoto,A Beautiful Star (2017)
Kazuya Kamenashi,A Beautiful Star (2017)
Lily Franky,A Beautiful Star (2017)
Edward Zentara,A Beautiful Stranger (1993)
Grazyna Szapolowska,A Beautiful Stranger (1993)
Wojciech Malajkat,A Beautiful Stranger (1993)
Smaragda Karydi,A Bee in August (2007)
Thodoris Atheridis,A Bee in August (2007)
Vicky Volioti,A Bee in August (2007)
Jason Jones,A Beginner's Guide to Endings (2010)
Paulo Costanzo,A Beginner's Guide to Endings (2010)
Scott Caan,A Beginner's Guide to Endings (2010)
Bree Williamson,A Beginner's Guide to Snuff (2016)
